key,comp_level,set_number,match_number,team_key,r1,r2,r3,b1,b2,b3,alliance,scout_Init,a_startPos,a_hit,a_Climb,a_sideClimb,a_scoringTime,a_scoringTime_segments,a_ferryTime,a_ferryTime_segments,a_planner,time_broken,t_scoringTime,t_scoringTime_segments,t_NZferryTime,t_NZferryTime_segments,t_OZferryTime,t_OZferryTime_segments,time_beached,end_Climb,end_sideClimb,t_Defense,a_Notes,active_Notes,inactive_Notes,end_Notes
2026orwil_qm10,qm,1,10,frc2990,frc3024,frc9438,frc5975,frc7034,frc2990,frc3636,blue,AW,outpostWall5,0,0,0,3.169,"{""version"":1,""segments"":[{""start"":1773517253858,""stop"":1773517255532},{""start"":1773517257294,""stop"":1773517257504},{""start"":1773517260218,""stop"":1773517260721},{""start"":1773517279735,""stop"":1773517280517}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,19.568,"{""version"":1,""segments"":[{""start"":1773517281607,""stop"":1773517284401},{""start"":1773517291630,""stop"":1773517292040},{""start"":1773517296067,""stop"":1773517297082},{""start"":1773517297572,""stop"":1773517301034},{""start"":1773517301865,""stop"":1773517302881},{""start"":1773517331213,""stop"":1773517336325},{""start"":1773517343208,""stop"":1773517343770},{""start"":1773517344745,""stop"":1773517349942}]}",0,"{""version"":1,""segments"":[]}",3.425,"{""version"":1,""segments"":[{""start"":1773517319866,""stop"":1773517321053},{""start"":1773517325738,""stop"":1773517327976}]}",24.500000000000078,0,0,[],"- not enough power to shoot balls, missed
- quick to collect fuel","- moved quickly
- shot many balls, very good accuracy, shot relatively quick","- ferried balls over to alliance zone by pushing
- moved quickly
- collected own fuel",- beached on bump for the entire endgame
2026orwil_qm10,qm,1,10,frc3636,frc3024,frc9438,frc5975,frc7034,frc2990,frc3636,blue,EG,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,17.479,"{""version"":1,""segments"":[{""start"":1773517296604,""stop"":1773517299825},{""start"":1773517301210,""stop"":1773517304801},{""start"":1773517312903,""stop"":1773517312994},{""start"":1773517313134,""stop"":1773517313513},{""start"":1773517334870,""stop"":1773517334955},{""start"":1773517335067,""stop"":1773517335297},{""start"":1773517336528,""stop"":1773517336945},{""start"":1773517338292,""stop"":1773517338312},{""start"":1773517346664,""stop"":1773517349250},{""start"":1773517354241,""stop"":1773517355448},{""start"":1773517385011,""stop"":1773517386606},{""start"":1773517394041,""stop"":1773517394782},{""start"":1773517397467,""stop"":1773517399052},{""start"":1773517399352,""stop"":1773517399979},{""start"":1773517405321,""stop"":1773517406425}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],Inactive ,"scored and collected, fairly good at shooting, got better near the end but missed often in the beginning ","collected, played defense in other alliance zone ",Scored more fuel 
2026orwil_qm11,qm,1,11,frc2635,frc2635,frc3574,frc6343,frc4662,frc957,frc6831,red,pk,middle3,0,0,0,6.695,"{""version"":1,""segments"":[{""start"":1773518199370,""stop"":1773518205998},{""start"":1773518240491,""stop"":1773518240558}]}",1.388,"{""version"":1,""segments"":[{""start"":1773518236505,""stop"":1773518237893}]}",,0,20.489,"{""version"":1,""segments"":[{""start"":1773518289981,""stop"":1773518306816},{""start"":1773518342464,""stop"":1773518346118}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],they were idle and they had a score time of  6.06 seconds and they had a ferry time of 1.03 seconds ,during there active shift they had a score time of 6.06 seconds and they had no ferrying ,during there inactive shift they were still scoring ,in there endgame they did not climb 
2026orwil_qm11,qm,1,11,frc3574,frc2635,frc3574,frc6343,frc4662,frc957,frc6831,red,HD,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""NZ"",""OZ"",""bumpTrench""]",No auto,"intake and shooter broken, tried to ferry fuel without it",Played defense all around did decently slowed down the blue alkiance,no climb
2026orwil_qm11,qm,1,11,frc6343,frc2635,frc3574,frc6343,frc4662,frc957,frc6831,red,np,outpostWall5,0,0,0,0.527,"{""version"":1,""segments"":[{""start"":1773518209935,""stop"":1773518210462}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",,,,
2026orwil_qm11,qm,1,11,frc4662,frc2635,frc3574,frc6343,frc4662,frc957,frc6831,blue,AH,outpostWall5,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",3.632,"{""version"":1,""segments"":[{""start"":1773518238542,""stop"":1773518238587},{""start"":1773518238727,""stop"":1773518238766},{""start"":1773518238919,""stop"":1773518238953},{""start"":1773518239071,""stop"":1773518239110},{""start"":1773518239230,""stop"":1773518239269},{""start"":1773518239373,""stop"":1773518239414},{""start"":1773518239532,""stop"":1773518239564},{""start"":1773518240007,""stop"":1773518240019},{""start"":1773518240863,""stop"":1773518240899},{""start"":1773518241002,""stop"":1773518241071},{""start"":1773518241142,""stop"":1773518241221},{""start"":1773518241281,""stop"":1773518241331},{""start"":1773518241441,""stop"":1773518241489},{""start"":1773518241582,""stop"":1773518241629},{""start"":1773518241741,""stop"":1773518241781},{""start"":1773518241881,""stop"":1773518241920},{""start"":1773518241980,""stop"":1773518242036},{""start"":1773518242160,""stop"":1773518242186},{""start"":1773518242321,""stop"":1773518242339},{""start"":1773518242448,""stop"":1773518242499},{""start"":1773518242604,""stop"":1773518242648},{""start"":1773518242738,""stop"":1773518242786},{""start"":1773518242900,""stop"":1773518242938},{""start"":1773518243039,""stop"":1773518243089},{""start"":1773518243199,""stop"":1773518243248},{""start"":1773518266740,""stop"":1773518266807},{""start"":1773518266958,""stop"":1773518267058},{""start"":1773518267139,""stop"":1773518267250},{""start"":1773518267327,""stop"":1773518267437},{""start"":1773518267527,""stop"":1773518267638},{""start"":1773518267718,""stop"":1773518267788},{""start"":1773518267899,""stop"":1773518268167},{""start"":1773518268259,""stop"":1773518268337},{""start"":1773518268438,""stop"":1773518268517},{""start"":1773518268898,""stop"":1773518268967},{""start"":1773518274311,""stop"":1773518275152},{""start"":1773518275637,""stop"":1773518275648},{""start"":1773518276178,""stop"":1773518276230},{""start"":1773518276888,""stop"":1773518276925},{""start"":1773518285925,""stop"":1773518286393},{""start"":1773518287412,""stop"":1773518287503}]}",0,0,0,"[""OZ""]",Not in motion.,Ferrying neutral zone by pushing fuel.,Ferrying neutral zone by pushing fuel.,Playing defense on the red alliance side.
2026orwil_qm11,qm,1,11,frc957,frc2635,frc3574,frc6343,frc4662,frc957,frc6831,blue,AW,depotWall1,0,0,0,8.897,"{""version"":1,""segments"":[{""start"":1773518198027,""stop"":1773518202069},{""start"":1773518205412,""stop"":1773518210267}]}",0,"{""version"":1,""segments"":[]}",Auto 2,0,24.239,"{""version"":1,""segments"":[{""start"":1773518248793,""stop"":1773518251727},{""start"":1773518257431,""stop"":1773518261244},{""start"":1773518277395,""stop"":1773518279241},{""start"":1773518292964,""stop"":1773518293274},{""start"":1773518300123,""stop"":1773518301501},{""start"":1773518302116,""stop"":1773518303161},{""start"":1773518304915,""stop"":1773518306840},{""start"":1773518310502,""stop"":1773518310598},{""start"":1773518310958,""stop"":1773518311038},{""start"":1773518311167,""stop"":1773518311248},{""start"":1773518311347,""stop"":1773518311958},{""start"":1773518313612,""stop"":1773518313897},{""start"":1773518314027,""stop"":1773518314337},{""start"":1773518315561,""stop"":1773518316314},{""start"":1773518322631,""stop"":1773518322885},{""start"":1773518323075,""stop"":1773518323581},{""start"":1773518324253,""stop"":1773518324587},{""start"":1773518324722,""stop"":1773518325410},{""start"":1773518337446,""stop"":1773518338641},{""start"":1773518339140,""stop"":1773518340540},{""start"":1773518346251,""stop"":1773518350646}]}",0,"{""version"":1,""segments"":[]}",1.637,"{""version"":1,""segments"":[{""start"":1773518296964,""stop"":1773518298601}]}",5.899999999999995,0,0,[],"- collected balls and shot some, ok accuracy","- moved a little slow
- able to shoot balls from long distance
- good accuracy
- slow shooting","- collected fuel
- ferried some fuel by pushing it to alliance zone",- shot more balls
2026orwil_qm11,qm,1,11,frc6831,frc2635,frc3574,frc6343,frc4662,frc957,frc6831,blue,EG,depot2,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",,0,2.016,"{""version"":1,""segments"":[{""start"":1773518226263,""stop"":1773518226346},{""start"":1773518226606,""stop"":1773518226635},{""start"":1773518226980,""stop"":1773518227396},{""start"":1773518324558,""stop"":1773518324652},{""start"":1773518325109,""stop"":1773518325152},{""start"":1773518325687,""stop"":1773518325751},{""start"":1773518326159,""stop"":1773518326585},{""start"":1773518354963,""stop"":1773518355824}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],Inactive ,"Scored a few but other wise didn't do much, not very helpful","collected and played some defense, quite slow",
2026orwil_qm12,qm,1,12,frc2471,frc2471,frc6696,frc4488,frc5937,frc3673,frc847,red,,depotWall1,1,0,0,2.256,"{""version"":1,""segments"":[{""start"":1773522171394,""stop"":1773522172612},{""start"":1773522178347,""stop"":1773522179385}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ"",""bumpTrench""]","Got hit in auto, but also their turret wasn't shooting maybe broken ","tried to shoot but then realized that turret was broken, ","playing defense but also was pushing fuel into own zone, tried to free alliance partner ",ended up on a trench last second playing defense 
2026orwil_qm12,qm,1,12,frc6696,frc2471,frc6696,frc4488,frc5937,frc3673,frc847,red,Pk,outpostWall5,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0.417,"{""version"":1,""segments"":[{""start"":1773522560244,""stop"":1773522560303},{""start"":1773522560993,""stop"":1773522561030},{""start"":1773522561362,""stop"":1773522561400},{""start"":1773522561543,""stop"":1773522561661},{""start"":1773522561714,""stop"":1773522561879}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,[],"Ran as intended, got stuck/stopped for a bit but fixed itself","shot decently, kept shooting too early in inactive, not good from far but better closer","drove well, slow intaking, not bad, far ferry shots which was good",kept shooting and stuff like normal
2026orwil_qm12,qm,1,12,frc4488,frc2471,frc6696,frc4488,frc5937,frc3673,frc847,red,AB,middle3,0,0,0,4.633,"{""version"":1,""segments"":[{""start"":1773522164828,""stop"":1773522168029},{""start"":1773522171321,""stop"":1773522172753}]}",0,"{""version"":1,""segments"":[]}",Other,0,0,"{""version"":1,""segments"":[]}",0.091,"{""version"":1,""segments"":[{""start"":1773522235878,""stop"":1773522235969}]}",0,"{""version"":1,""segments"":[]}",81.99999999999962,0,0,"[""NZ""]",scored a little but didn't do anything after that,Pushed balls into their alliance space then got stuck on fuel,stayed stuck on fuel,a robot on the other team tried to get them in stuck resulting in that robot also getting stuck
2026orwil_qm12,qm,1,12,frc5937,frc2471,frc6696,frc4488,frc5937,frc3673,frc847,blue,ES,outpostWall5,0,0,0,6.071,"{""version"":1,""segments"":[{""start"":1773522173301,""stop"":1773522174848},{""start"":1773522178267,""stop"":1773522182791}]}",0,"{""version"":1,""segments"":[]}",,0,26.911,"{""version"":1,""segments"":[{""start"":1773522206601,""stop"":1773522207149},{""start"":1773522208340,""stop"":1773522219698},{""start"":1773522221569,""stop"":1773522223116},{""start"":1773522252240,""stop"":1773522252400},{""start"":1773522253511,""stop"":1773522253852},{""start"":1773522254904,""stop"":1773522262086},{""start"":1773522262504,""stop"":1773522266062},{""start"":1773522266532,""stop"":1773522266568},{""start"":1773522266651,""stop"":1773522267492},{""start"":1773522267958,""stop"":1773522269298}]}",21.273,"{""version"":1,""segments"":[{""start"":1773522203444,""stop"":1773522206323},{""start"":1773522207707,""stop"":1773522208081},{""start"":1773522237423,""stop"":1773522249300},{""start"":1773522278914,""stop"":1773522282170},{""start"":1773522287234,""stop"":1773522289482},{""start"":1773522289861,""stop"":1773522290500}]}",0,"{""version"":1,""segments"":[]}",27.000000000000114,0,0,[],moved to neutral zone first fired then went to depo then fired,collected from neutral then shot fast but with about 75 percent accuracy ,ferried fuel from neutral zone,got stuck on bump could not get off 
2026orwil_qm12,qm,1,12,frc3673,frc2471,frc6696,frc4488,frc5937,frc3673,frc847,blue,,depotWall1,,,,,,,,,,,,,,,,,,,,,,,
2026orwil_qm12,qm,1,12,frc847,frc2471,frc6696,frc4488,frc5937,frc3673,frc847,blue,AE,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,7.785,"{""version"":1,""segments"":[{""start"":1773522261480,""stop"":1773522265412},{""start"":1773522305085,""stop"":1773522308938}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",stayed still the whole time,not much shooting,"Lots of driving around, intake didn't scoop up fuel very fast",Tried to score fuel 
2026orwil_qm13,qm,1,13,frc2898,frc2898,frc1540,frc3663,frc2374,frc5970,frc3024,red,CW,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,10.799999999999978,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""OZ""]",They just sat in the middle of the hub,"Hit the trench and lost connection, then they tried playing defense over on blue but their battery was almost dead and the robot was jittering",playing defense against blue but did not do well because battery almost dead,defense 
2026orwil_qm13,qm,1,13,frc1540,frc2898,frc1540,frc3663,frc2374,frc5970,frc3024,red,PK,depotWall1,0,0,0,9.049,"{""version"":1,""segments"":[{""start"":1773522793202,""stop"":1773522798056},{""start"":1773522801674,""stop"":1773522805869}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,72.809,"{""version"":1,""segments"":[{""start"":1773522810035,""stop"":1773522814229},{""start"":1773522839328,""stop"":1773522855438},{""start"":1773522855990,""stop"":1773522857695},{""start"":1773522858354,""stop"":1773522860962},{""start"":1773522861546,""stop"":1773522866028},{""start"":1773522871684,""stop"":1773522872082},{""start"":1773522887560,""stop"":1773522887926},{""start"":1773522890444,""stop"":1773522897558},{""start"":1773522898077,""stop"":1773522916438},{""start"":1773522921284,""stop"":1773522932623},{""start"":1773522939451,""stop"":1773522945583}]}",19.899,"{""version"":1,""segments"":[{""start"":1773522822164,""stop"":1773522825869},{""start"":1773522826420,""stop"":1773522829543},{""start"":1773522832213,""stop"":1773522833273},{""start"":1773522834571,""stop"":1773522835259},{""start"":1773522836328,""stop"":1773522836810},{""start"":1773522872344,""stop"":1773522876296},{""start"":1773522877653,""stop"":1773522882415},{""start"":1773522883138,""stop"":1773522883787},{""start"":1773522884339,""stop"":1773522885817}]}",0.877,"{""version"":1,""segments"":[{""start"":1773522829908,""stop"":1773522830785}]}",0,0,0,[],"Good fast auto, intaked and shot well","Lots of balls, really fast, turretbvery accurate, can shoot from far. Did go for balls in nz at times when they didn't need to though, lots on alliance side","collected and ferried really well, were able to from other side nz side bump all the way to alliance zone. Good robot, pls pick",just kept shooting and intake
2026orwil_qm13,qm,1,13,frc3663,frc2898,frc1540,frc3663,frc2374,frc5970,frc3024,red,AB,outpostWall5,0,0,0,1.721,"{""version"":1,""segments"":[{""start"":1773522793904,""stop"":1773522795514},{""start"":1773522795800,""stop"":1773522795911}]}",0,"{""version"":1,""segments"":[]}",,0,35.595,"{""version"":1,""segments"":[{""start"":1773522814727,""stop"":1773522818654},{""start"":1773522848414,""stop"":1773522849389},{""start"":1773522849914,""stop"":1773522851805},{""start"":1773522861762,""stop"":1773522866692},{""start"":1773522904625,""stop"":1773522912050},{""start"":1773522913555,""stop"":1773522916339},{""start"":1773522926725,""stop"":1773522927621},{""start"":1773522927808,""stop"":1773522932083},{""start"":1773522932359,""stop"":1773522932408},{""start"":1773522932538,""stop"":1773522932639},{""start"":1773522932707,""stop"":1773522933553},{""start"":1773522933819,""stop"":1773522934348},{""start"":1773522935169,""stop"":1773522937159},{""start"":1773522937465,""stop"":1773522938699},{""start"":1773522939530,""stop"":1773522939871},{""start"":1773522940047,""stop"":1773522940516},{""start"":1773522940792,""stop"":1773522941520},{""start"":1773522945976,""stop"":1773522946767},{""start"":1773522946865,""stop"":1773522948279}]}",11.649,"{""version"":1,""segments"":[{""start"":1773522814041,""stop"":1773522814280},{""start"":1773522844270,""stop"":1773522848097},{""start"":1773522853319,""stop"":1773522853592},{""start"":1773522896109,""stop"":1773522900106},{""start"":1773522900660,""stop"":1773522903793},{""start"":1773522904009,""stop"":1773522904189}]}",0,"{""version"":1,""segments"":[]}",0,0,0,"[""AZ""]",scored got balls came back scored got balls then auto ended,scored a lot of balls had slight difficulty picking the ball's up ,very good at getting balls into their alliance zone,scored during the last 20 seconds but not much
2026orwil_qm13,qm,1,13,frc2374,frc2898,frc1540,frc3663,frc2374,frc5970,frc3024,blue,ES,outpost4,0,0,0,8.449,"{""version"":1,""segments"":[{""start"":1773522787131,""stop"":1773522787819},{""start"":1773522790119,""stop"":1773522790788},{""start"":1773522791118,""stop"":1773522795995},{""start"":1773522802484,""stop"":1773522803891},{""start"":1773522804858,""stop"":1773522805666}]}",0,"{""version"":1,""segments"":[]}",,0,28.385,"{""version"":1,""segments"":[{""start"":1773522843772,""stop"":1773522851285},{""start"":1773522855832,""stop"":1773522856333},{""start"":1773522866097,""stop"":1773522881184},{""start"":1773522885079,""stop"":1773522885937},{""start"":1773522885997,""stop"":1773522887586},{""start"":1773522927453,""stop"":1773522927479},{""start"":1773522927592,""stop"":1773522929908},{""start"":1773522932769,""stop"":1773522933237},{""start"":1773522936266,""stop"":1773522936293}]}",5.506,"{""version"":1,""segments"":[{""start"":1773522838409,""stop"":1773522843263},{""start"":1773522857079,""stop"":1773522857731}]}",8.616,"{""version"":1,""segments"":[{""start"":1773522954773,""stop"":1773522955234},{""start"":1773522955885,""stop"":1773522957845},{""start"":1773523050484,""stop"":1773523056679}]}",0,0,0,[],Collected from depo the shot,Collected from neutral zone then shot moderately fast with about 80 percent accuracy ,ferried using mostly bumpers but some shooting ,continued to shoot. 
